_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
5836,5836,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 04:00,1.5
5837,5837,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 05:00,1.5
5838,5838,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 06:00,1
5839,5839,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 07:00,1.5
5840,5840,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 08:00,1.5
5841,5841,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 09:00,1
5842,5842,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 10:00,1.5
5843,5843,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 11:00,1.5
5844,5844,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 12:00,1
5845,5845,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 13:00,1
5846,5846,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 14:00,0.5
5847,5847,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 15:00,1
5848,5848,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 16:00,0.5
5849,5849,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 17:00,0.5
5850,5850,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 18:00,0.5
5851,5851,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 19:00,1
5852,5852,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 20:00,0.5
5853,5853,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 21:00,1.5
5854,5854,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 22:00,1
5855,5855,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,21-07-2026 23:00,1.5
5856,5856,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 00:00,1.5
5857,5857,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 01:00,1
5858,5858,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 02:00,1.5
5859,5859,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 03:00,1
5860,5860,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 04:00,1.5
5861,5861,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 05:00,1.5
5862,5862,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 06:00,1
5863,5863,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 07:00,1.5
5864,5864,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 08:00,1
5865,5865,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 09:00,1.5
5866,5866,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 10:00,1
5867,5867,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 11:00,1.5
5868,5868,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 12:00,1
5869,5869,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 13:00,0.5
5870,5870,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 14:00,1
5871,5871,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 15:00,0.5
5872,5872,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 16:00,0.5
5873,5873,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 17:00,1
5874,5874,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 18:00,0.5
5875,5875,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 19:00,0.5
5876,5876,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,22-07-2026 20:00,1
5877,5877,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 13:00,0.5
5878,5878,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 14:00,0.5
5879,5879,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 15:00,0.5
5880,5880,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 16:00,0.5
5881,5881,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 17:00,1
5882,5882,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 18:00,0.5
5883,5883,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 19:00,1
5884,5884,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 20:00,1
5885,5885,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 21:00,1.5
5886,5886,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 22:00,1
5887,5887,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,23-07-2026 23:00,1
5888,5888,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 00:00,1
5889,5889,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 01:00,1.5
5890,5890,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 02:00,1
5891,5891,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 03:00,1.5
5892,5892,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 04:00,1
5893,5893,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 05:00,1.5
5894,5894,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 06:00,1
5895,5895,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 07:00,1.5
5896,5896,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 08:00,1.5
5897,5897,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 09:00,1.5
5898,5898,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 10:00,1.5
5899,5899,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 11:00,1
5900,5900,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 12:00,0.5
5901,5901,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 13:00,1
5902,5902,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 14:00,0.5
5903,5903,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 15:00,1
5904,5904,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 16:00,0.5
5905,5905,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 17:00,0.5
5906,5906,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 18:00,0.5
5907,5907,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 19:00,1
5908,5908,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 20:00,1.5
5909,5909,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 21:00,1
5910,5910,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 22:00,1.5
5911,5911,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,24-07-2026 23:00,1
5912,5912,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 00:00,1.5
5913,5913,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 01:00,1.5
5914,5914,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 02:00,1
5915,5915,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 03:00,1.5
5916,5916,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 04:00,1
5917,5917,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 05:00,1.5
5918,5918,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 06:00,1
5919,5919,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 07:00,1.5
5920,5920,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 08:00,1
5921,5921,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 09:00,1
5922,5922,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 10:00,1
5923,5923,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 11:00,1.5
5924,5924,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 12:00,1
5925,5925,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 13:00,1
5926,5926,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 14:00,0.5
5927,5927,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 15:00,0.5
5928,5928,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 16:00,1
5929,5929,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 17:00,0.5
5930,5930,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 18:00,0.5
5931,5931,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 19:00,0.5
5932,5932,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 20:00,1
5933,5933,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 21:00,1
5934,5934,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 22:00,1
5935,5935,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,25-07-2026 23:00,1
5936,5936,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 00:00,1
5937,5937,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 01:00,1
5938,5938,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 02:00,1
5939,5939,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 03:00,1
5940,5940,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 04:00,1
5941,5941,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 05:00,1
5942,5942,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 06:00,1
5943,5943,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 07:00,0.5
5944,5944,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 08:00,1
5945,5945,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 09:00,1
5946,5946,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 14:00,0.5
5947,5947,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 15:00,0.5
5948,5948,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 16:00,0.5
5949,5949,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 17:00,0.5
5950,5950,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 18:00,0.5
5951,5951,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 19:00,1
5952,5952,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 20:00,0.5
5953,5953,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 21:00,1.5
5954,5954,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 22:00,1.5
5955,5955,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,26-07-2026 23:00,1
5956,5956,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 00:00,1.5
5957,5957,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 01:00,1.5
5958,5958,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 02:00,1
5959,5959,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 03:00,1
5960,5960,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 04:00,1.5
5961,5961,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 05:00,1
5962,5962,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 06:00,1
5963,5963,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 07:00,1
5964,5964,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 08:00,1.5
5965,5965,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 09:00,1
5966,5966,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 10:00,1
5967,5967,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 11:00,1
5968,5968,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 12:00,1
5969,5969,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 13:00,0.5
5970,5970,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 14:00,1
5971,5971,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 15:00,1
5972,5972,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 16:00,1
5973,5973,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 17:00,0.5
5974,5974,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 18:00,2
5975,5975,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 19:00,1.5
5976,5976,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 20:00,2
5977,5977,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 21:00,2
5978,5978,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 22:00,2
5979,5979,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,27-07-2026 23:00,2
5980,5980,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 00:00,2.5
5981,5981,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 01:00,2.5
5982,5982,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 02:00,2
5983,5983,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 03:00,2.5
5984,5984,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 04:00,2
5985,5985,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 05:00,2.5
5986,5986,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 06:00,2.5
5987,5987,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 07:00,2
5988,5988,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 08:00,2
5989,5989,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 09:00,2
5990,5990,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 10:00,2
5991,5991,Nandprayag (Nandakini),Uttarakhand,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.33122222,79.31063889,28-07-2026 11:00,1.5
