pseudocode,sdmp_plan_yn,struct_safaud_yn,nonstr_safaud_yn,cctv_cam_yn,fire_ext_yn,nodal_tch_yn,safty_trng_yn,dismgmt_taug_yn,slfdef_grt_yn,slfdef_trained,guide_display_yn,tch_first_level_counsellor,safe_sec_audit,teacher_displaying_photo,vidya_pravesh,stu_atndnc_yn,tch_atndnc_yn,sch_youth_club_yn,sch_eco_club_yn,tch_icard_yn,self_cert_obtained_yn
1357302,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
2345125,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
7265750,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,2,1,1,1
1806167,1,1,1,2,1,2,1,2,9,0,2,2,6,1,2,2,2,2,1,1,2
9412716,1,1,1,2,1,2,1,1,9,0,1,2,4,1,1,2,2,1,1,1,2
1891167,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
3431355,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,2,1
1096015,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3045824,1,2,2,2,1,1,1,1,1,8,1,1,6,1,1,2,2,1,1,1,1
8997235,1,1,1,1,1,1,1,1,1,24,1,1,5,1,1,2,2,1,1,1,1
5472996,1,1,1,2,1,1,1,1,1,0,1,2,2,1,1,2,2,1,1,1,1
8726252,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
4673452,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
1750713,1,1,1,1,1,1,1,1,9,0,1,2,3,1,1,1,1,2,1,2,2
2438363,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,2
2766295,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
1492991,1,1,2,1,1,1,1,1,2,0,1,1,5,1,1,1,1,2,1,1,1
7920886,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
9815029,1,1,1,1,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
2379525,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4782039,1,1,1,1,1,1,1,1,1,0,1,1,5,1,1,2,2,1,1,1,1
6655969,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5067253,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
3828252,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
2797225,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8300719,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1394088,1,1,1,2,1,1,2,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5097335,1,1,1,1,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
8211316,1,1,1,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
3549544,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
4442398,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
8536995,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
3740651,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5798696,1,1,1,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3968931,1,1,1,2,1,1,1,1,2,0,1,2,4,1,1,2,2,1,1,1,1
3797981,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,2
4992651,1,1,1,2,1,1,1,1,1,50,1,1,3,1,1,2,2,1,1,1,1
5028975,1,1,1,2,1,1,1,1,2,0,1,2,2,1,1,2,2,1,1,1,1
1694658,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
6323320,1,1,2,2,1,1,1,1,2,0,1,2,6,1,1,2,2,1,1,1,1
9478223,1,1,1,2,1,1,1,1,1,61,1,1,5,1,1,2,2,1,1,1,1
1567262,1,1,1,2,1,1,1,1,9,0,1,2,5,1,1,2,2,2,1,1,1
3655550,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5535317,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8708892,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
4440613,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
7842817,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7938003,1,1,1,2,1,1,1,1,9,0,1,2,5,1,1,2,2,1,1,1,1
8346412,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
3178149,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,2,2
5666922,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3775571,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5873649,1,1,2,2,1,1,1,1,9,0,1,2,3,1,1,2,2,1,1,1,1
3978944,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7263438,1,1,1,2,1,1,1,1,1,30,1,1,2,1,1,2,2,1,1,1,1
4145591,1,2,2,2,1,1,1,1,1,30,1,2,2,1,2,2,3,1,1,1,1
3257960,1,1,1,2,1,1,1,1,1,24,1,1,2,1,1,2,2,1,1,1,1
4501174,1,2,1,2,1,1,1,1,2,0,1,1,2,1,2,2,2,1,1,1,1
3313925,1,1,1,2,1,1,1,1,2,0,1,1,2,1,2,2,2,1,1,1,1
3479460,1,1,1,1,1,1,1,1,1,31,1,1,2,1,1,2,2,1,1,1,1
6106197,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3649482,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
9285112,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9033786,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,2
1707678,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
7999511,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1903161,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3009375,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2153663,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7069451,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7713540,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6148161,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,2,1,1,1
6794162,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
1742171,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7365222,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7369635,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7874670,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3629097,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
6495039,1,1,1,2,1,1,1,1,1,34,1,1,2,1,2,1,1,1,1,1,1
2748292,1,1,1,1,1,1,1,1,1,90,1,1,6,1,1,2,3,1,1,1,1
3602283,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,1
2756592,1,1,1,2,1,1,1,1,2,0,1,1,3,1,1,2,2,1,1,1,1
6454765,1,1,2,2,1,1,2,1,1,4,1,1,6,1,1,2,2,1,1,1,1
5313318,1,1,1,2,1,1,1,1,2,0,1,1,1,1,2,2,2,1,1,1,1
3939260,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7134679,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1809263,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8621109,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1461990,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
7693688,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
1989257,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8054517,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
8491633,1,2,2,2,1,1,2,1,9,0,1,2,2,1,1,2,2,1,1,1,2
8749184,1,1,1,2,1,1,1,1,1,0,1,1,4,1,1,2,2,1,1,1,1
6937665,1,1,1,2,1,1,1,1,9,0,1,2,6,2,1,2,2,1,1,1,1
8146543,1,1,1,2,1,1,2,1,9,0,1,2,2,1,1,2,2,1,1,1,1
2183882,1,2,2,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3044422,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4642091,1,1,1,1,1,1,1,1,1,20,1,1,3,1,1,2,2,1,1,1,1
2342567,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9096696,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,2
8794652,1,2,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9220297,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3944765,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4541834,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,2
3369220,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
1488198,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1063259,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3162920,1,1,2,2,1,1,2,1,9,0,1,2,1,1,1,2,2,1,1,1,1
2821614,1,2,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2614536,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8532489,1,1,1,2,1,1,1,1,9,0,1,2,3,1,1,2,2,1,1,1,1
4000266,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
8480335,1,2,2,2,1,1,2,1,9,0,1,1,5,1,1,2,2,1,1,1,1
3292053,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
8560151,1,1,1,2,1,1,1,1,9,0,1,2,4,1,1,2,2,1,1,1,1
1851020,1,1,1,1,1,1,1,1,1,19,1,2,5,1,1,1,1,1,1,1,1
9259484,1,1,1,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,2
5586451,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
2154740,1,1,1,1,1,1,1,1,1,22,1,1,2,1,1,2,2,1,1,1,1
1389802,1,1,1,2,1,1,1,1,1,20,1,1,2,1,1,2,2,1,1,1,1
5755365,1,1,1,1,1,1,2,1,1,92,1,1,4,1,1,2,3,1,1,1,1
2310885,1,1,2,2,1,1,1,1,1,7,1,2,2,1,1,2,2,1,1,1,2
3252030,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
8498572,1,1,2,2,1,1,1,1,1,44,1,1,1,1,1,2,2,1,1,1,1
7890253,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1
6719352,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
2247655,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,2,1
7869219,1,2,2,2,1,2,2,1,9,0,1,2,6,1,1,2,2,1,1,1,2
5406305,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
9102550,1,1,1,2,1,1,1,1,1,8,1,1,2,1,1,2,2,1,1,1,1
4661408,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
4128417,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4854129,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9911458,1,2,2,2,1,1,1,1,9,0,1,1,1,1,2,2,2,1,1,1,1
4843996,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2258670,1,2,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5905077,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1963130,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6004269,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,2,1,1,1
1758912,1,1,1,2,1,1,1,1,9,0,2,2,3,1,1,2,2,1,1,1,1
8326723,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
1738465,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
3953329,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
6726230,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
5274148,1,1,1,1,1,1,2,1,2,0,1,2,6,1,1,1,1,1,1,1,2
7281157,1,1,2,1,1,1,2,1,9,0,1,2,4,1,2,2,2,2,1,1,1
2118344,1,1,2,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
2325909,1,2,2,1,1,1,1,1,2,0,1,1,6,1,1,2,2,2,1,1,2
2995074,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
6894529,1,1,2,2,1,1,1,1,1,19,1,1,1,1,1,2,2,1,1,1,1
2465804,1,1,1,2,1,1,1,1,1,33,1,1,1,1,1,2,3,1,1,1,1
8268540,1,1,1,2,1,1,2,1,2,0,1,2,3,1,1,2,2,1,1,2,2
3412381,1,1,1,2,1,2,1,1,1,12,1,1,1,1,1,2,2,1,1,1,1
2548990,1,1,1,2,1,1,1,1,1,34,1,1,2,1,1,2,2,1,1,1,1
7214177,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3848816,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
6429263,1,1,1,2,1,1,2,1,9,0,2,2,6,1,1,2,2,1,1,1,1
3323376,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3144363,1,1,1,2,1,1,1,1,9,0,1,2,6,1,1,2,2,1,1,1,1
1126996,1,1,2,2,1,1,2,1,9,0,1,2,2,1,1,2,2,1,1,1,1
7507974,1,1,1,2,1,1,1,2,9,0,2,2,3,1,1,2,2,1,1,1,2
6814163,1,2,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3413183,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
1797898,1,2,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
8296114,1,1,1,2,1,1,1,1,9,0,1,2,2,1,1,2,2,1,1,1,1
6351958,1,1,2,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7749304,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2494514,1,1,1,2,1,1,1,1,9,0,1,2,1,1,2,2,2,1,1,1,1
1659652,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8402256,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
6846802,1,1,1,2,1,1,1,1,9,0,1,1,4,1,1,2,2,1,1,1,1
4760414,1,1,2,2,1,1,1,1,9,0,1,1,6,1,1,2,2,2,1,1,1
5669468,1,1,1,1,1,2,1,1,2,0,1,1,1,2,2,1,1,2,1,1,2
3567829,1,1,1,1,1,1,1,1,9,0,1,1,2,1,1,1,1,2,1,1,1
1569985,1,1,1,2,1,1,1,1,1,18,1,1,4,1,1,2,2,1,1,1,1
7911226,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,2,2,1,1,1,1
8804136,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
4116285,1,2,2,2,1,2,2,1,2,0,1,1,3,1,1,2,2,1,1,2,2
7054889,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
9671263,1,1,1,2,1,1,1,1,1,10,1,1,1,1,1,2,2,1,1,1,1
4679673,1,1,1,2,1,1,1,1,1,10,1,1,2,1,1,2,2,1,1,1,1
5192250,1,1,2,2,1,1,2,1,2,20,1,1,5,1,1,2,3,1,1,1,1
9400910,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,1
4304615,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
9792384,1,1,1,1,1,1,1,1,2,0,1,2,4,1,1,1,1,2,1,1,1
1414405,1,1,1,2,1,1,1,1,1,62,1,1,2,1,1,2,3,1,1,1,1
1303435,1,1,1,2,1,1,1,1,1,22,1,1,1,1,1,2,2,1,1,1,1
9525262,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3416496,1,1,1,2,1,1,1,1,2,0,2,2,2,1,2,1,2,1,1,1,2
9650827,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7328915,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
3687401,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
8355171,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7493766,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9152790,1,2,2,2,1,1,1,1,9,0,1,2,6,1,2,2,2,1,1,1,1
9057715,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
7480035,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
3860816,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3216315,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
2060347,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6130930,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
7610348,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
6267208,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
8170979,1,1,2,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
9829271,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2984786,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
1030091,1,1,1,1,1,1,1,1,9,0,1,1,5,1,1,1,1,2,1,1,2
3092843,1,1,1,2,1,1,2,1,1,30,1,1,1,1,1,2,2,1,1,1,1
3625401,1,1,2,2,1,1,1,1,1,19,1,1,4,1,1,2,2,1,1,1,1
1718762,1,2,2,2,1,1,2,1,1,35,1,1,1,1,2,2,2,1,1,2,1
6979163,1,2,2,1,1,1,1,1,2,0,1,1,1,1,2,2,2,1,1,1,1
8597625,1,1,1,2,1,1,1,1,1,15,1,2,2,1,1,2,2,1,1,1,1
3347368,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,2
1933958,1,1,2,1,1,1,1,1,1,79,1,1,1,1,1,2,2,1,1,1,1
2808694,1,1,1,1,1,1,2,1,1,61,1,1,3,1,1,2,2,1,1,1,1
1022466,1,1,2,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8578560,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9053056,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6263131,1,2,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
1489194,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5553910,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
8383272,1,1,1,2,1,1,2,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7665940,1,1,1,1,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,2
3247776,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2777635,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,1,1,2,1,1,1
6779996,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
1688315,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
4352601,1,1,1,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
1307651,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,2,1,1,1
3079887,1,2,1,1,1,1,1,1,2,0,1,2,1,1,2,1,1,2,2,2,2
2852155,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
9905861,1,1,1,1,1,1,1,1,2,0,1,2,1,1,2,2,2,1,1,1,2
5714816,1,2,2,2,1,1,1,1,9,0,1,2,1,1,2,2,2,2,1,1,1
4855932,1,1,1,1,1,1,1,1,1,44,1,1,5,1,1,2,2,1,1,1,1
7970995,1,1,1,1,1,1,2,1,1,75,1,1,1,1,1,2,2,1,1,1,1
3783467,1,1,1,2,1,1,1,1,1,9,1,1,3,1,1,2,2,1,1,1,1
3447894,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
7631149,1,1,2,2,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,2
3499661,1,1,1,2,1,1,2,1,2,0,1,1,6,1,1,2,2,1,1,1,2
6479396,1,1,1,2,1,1,1,1,9,0,1,2,5,1,2,2,2,1,1,1,1
6407718,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1606632,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9202938,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
1943144,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
9089261,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1267991,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
4427191,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1133942,1,2,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7118372,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1772679,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
4206155,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1118379,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
9131596,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,2
1116139,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,1,1,1,1,1
1961414,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
4898449,1,1,2,1,1,1,1,1,2,0,1,1,6,1,2,1,1,1,1,1,2
5404364,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,1,2,1,1,1,1
2917374,1,2,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
5582604,1,1,2,1,1,1,1,1,2,0,2,2,6,1,1,2,2,1,1,1,1
6310921,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6117397,1,1,1,1,1,1,1,1,1,73,1,1,2,1,1,2,2,1,1,1,1
2915212,1,1,1,1,1,1,1,1,1,20,1,1,2,1,1,1,1,2,1,1,1
6777908,1,1,2,2,1,1,1,1,1,6,1,1,6,1,1,2,2,1,1,1,1
2194884,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1
9872013,1,1,1,2,1,1,2,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3077101,1,1,2,1,1,1,2,1,1,25,1,1,2,1,1,2,2,1,1,1,1
7185135,1,1,1,2,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1
3559706,1,1,1,2,1,1,1,1,1,16,1,1,5,1,1,2,2,1,1,1,1
1198343,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
1400756,1,1,2,2,1,1,1,1,9,0,1,1,5,1,1,2,2,1,1,1,1
2411900,1,1,1,2,1,1,1,1,9,0,1,1,6,1,2,2,2,1,1,1,1
3291016,1,2,2,2,1,2,1,1,9,0,2,1,1,1,2,2,2,1,1,2,2
4747136,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
5963205,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
7486229,1,1,2,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6004342,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
7634909,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,2
9950226,1,2,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
3909481,1,2,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5163264,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
3528830,1,1,1,2,1,1,2,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5050864,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
6215214,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
5517450,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
5360420,1,1,1,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
5571340,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
6395467,1,1,1,2,1,1,1,1,2,0,1,1,2,1,1,2,2,1,1,1,1
3914494,1,1,1,1,1,1,1,1,1,10,1,1,1,1,1,1,1,1,1,1,1
3820617,1,1,2,2,1,1,2,1,2,0,1,1,6,1,1,2,2,1,1,1,1
4270841,1,1,1,2,1,1,1,1,1,0,1,2,2,1,1,2,2,2,1,1,1
8492355,1,1,1,1,1,1,1,1,1,78,1,1,3,1,1,2,2,1,1,1,1
5263671,1,1,1,2,1,1,1,1,1,6,1,1,1,1,1,2,3,1,1,1,1
4180327,1,1,1,2,1,1,1,1,1,49,1,1,4,1,1,2,2,1,1,1,1
2854106,1,1,1,2,1,1,1,1,1,21,1,1,3,1,1,2,2,1,1,1,1
1576486,1,1,1,2,1,1,1,1,2,0,1,1,1,1,2,1,1,1,1,1,1
3706523,1,1,1,1,1,1,1,1,1,60,1,1,2,1,1,2,3,1,1,1,1
8338533,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
6148581,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
