_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category,anomaly_score,anomaly_label,predicted_discharge_1h,anomaly_severity,forecast_severity,hybrid_hazard_score,hybrid_risk_category,forecast_available
53879,53879,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 20:00:00,55.12,0.1699999999999946,0.25,0.6799999999999784,70,10,46.0,MODERATE,-0.1662615707900894,NORMAL,73.93545977411483,0.0,40,33.0,MODERATE,True
53880,53880,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 20:15:00,57.52,2.4000000000000057,0.25,9.600000000000025,70,70,70.0,HIGH,-0.1613599321638791,NORMAL,74.59929807639224,0.0,40,45.0,MODERATE,True
53881,53881,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 20:30:00,53.07,-4.450000000000003,0.25,-17.80000000000001,70,70,70.0,HIGH,-0.1264143762098734,NORMAL,74.49569072649571,0.0,40,45.0,MODERATE,True
53882,53882,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 20:45:00,53.36,0.2899999999999991,0.25,1.1599999999999966,70,40,58.0,MODERATE,-0.1724618276151597,NORMAL,59.03253969350904,0.0,40,39.0,MODERATE,True
53883,53883,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 21:00:00,51.78,-1.5799999999999983,0.25,-6.319999999999993,70,70,70.0,HIGH,-0.1758448399796816,NORMAL,55.92848663047708,0.0,40,45.0,MODERATE,True
53884,53884,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 21:15:00,70.78,19.0,0.25,76.0,70,90,78.0,HIGH,0.0194188602000624,ANOMALY,55.733757113632734,8.921525756280188,40,51.23,MODERATE,True
53885,53885,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 21:30:00,69.52,-1.2600000000000051,0.25,-5.0400000000000205,70,70,70.0,HIGH,-0.1091269021678732,NORMAL,81.66846469373225,0.0,70,52.5,MODERATE,True
53886,53886,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 21:45:00,64.13,-5.390000000000001,0.25,-21.56,70,70,70.0,HIGH,-0.0931615001777501,NORMAL,82.00962436507943,0.0,70,52.5,MODERATE,True
53887,53887,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 22:00:00,87.14,23.010000000000005,0.25,92.04000000000002,70,90,78.0,HIGH,0.0305485341860926,ANOMALY,68.8113880820106,14.038594783275837,40,52.51,MODERATE,True
53888,53888,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 22:15:00,93.24,6.099999999999994,0.25,24.399999999999977,70,70,70.0,HIGH,-0.0627844403515534,NORMAL,89.6245377910053,0.0,70,52.5,MODERATE,True
53889,53889,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 22:45:00,89.89,-3.3499999999999943,0.5,-6.699999999999989,70,70,70.0,HIGH,-0.0768351125779258,NORMAL,92.7456782539682,0.0,70,52.5,MODERATE,True
53890,53890,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 23:00:00,89.56,-0.3299999999999983,0.25,-1.3199999999999932,70,40,58.0,MODERATE,-0.1193876828629251,NORMAL,87.40202135642139,0.0,70,46.5,MODERATE,True
53891,53891,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 23:15:00,79.28,-10.28,0.25,-41.120000000000005,70,90,78.0,HIGH,-0.0640926372987128,NORMAL,82.38998595238094,0.0,70,56.5,MODERATE,True
53892,53892,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 23:30:00,76.32,-2.960000000000008,0.25,-11.840000000000032,70,70,70.0,HIGH,-0.1263261099107446,NORMAL,84.69408484126983,0.0,70,52.5,MODERATE,True
53893,53893,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-12 23:45:00,74.93,-1.3899999999999864,0.25,-5.559999999999945,70,70,70.0,HIGH,-0.1335445848402949,NORMAL,90.76288750000002,0.0,70,52.5,MODERATE,True
53894,53894,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 00:00:00,76.95,2.019999999999996,0.25,8.079999999999984,70,70,70.0,HIGH,-0.1426218583035759,NORMAL,93.54783879629632,0.0,70,52.5,MODERATE,True
53895,53895,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 00:15:00,66.51,-10.439999999999998,0.25,-41.75999999999999,70,90,78.0,HIGH,-0.0647766701511968,NORMAL,83.47593039682545,0.0,70,56.5,MODERATE,True
53896,53896,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 00:30:00,65.92,-0.5900000000000034,0.25,-2.3600000000000136,70,40,58.0,MODERATE,-0.1380280966035326,NORMAL,72.85221776455032,0.0,40,39.0,MODERATE,True
53897,53897,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 00:45:00,64.65,-1.269999999999996,0.25,-5.079999999999984,70,70,70.0,HIGH,-0.1437564065139241,NORMAL,74.0291648677249,0.0,40,45.0,MODERATE,True
53898,53898,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 01:00:00,64.91,0.2599999999999909,0.25,1.0399999999999636,70,40,58.0,MODERATE,-0.163389584379531,NORMAL,75.1565034126984,0.0,40,39.0,MODERATE,True
53899,53899,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 01:15:00,60.56,-4.349999999999994,0.25,-17.399999999999977,70,70,70.0,HIGH,-0.1362139998668826,NORMAL,67.70915518518518,0.0,40,45.0,MODERATE,True
53900,53900,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 01:30:00,61.47,0.9099999999999966,0.25,3.6399999999999855,70,40,58.0,MODERATE,-0.1811764753650471,NORMAL,69.56794174603175,0.0,40,39.0,MODERATE,True
53901,53901,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 01:45:00,63.29,1.8200000000000005,0.25,7.280000000000001,70,70,70.0,HIGH,-0.1749704362096721,NORMAL,59.469550198412726,0.0,40,45.0,MODERATE,True
53902,53902,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 02:00:00,63.48,0.1899999999999977,0.25,0.7599999999999909,70,10,46.0,MODERATE,-0.1673166812508438,NORMAL,59.40757623015874,0.0,40,33.0,MODERATE,True
53903,53903,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 02:15:00,61.0,-2.479999999999997,0.25,-9.919999999999987,70,70,70.0,HIGH,-0.1637651595043455,NORMAL,55.554575714285725,0.0,40,45.0,MODERATE,True
53904,53904,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 02:30:00,62.96,1.9600000000000009,0.25,7.840000000000003,70,70,70.0,HIGH,-0.1682303375920972,NORMAL,54.75119845238095,0.0,40,45.0,MODERATE,True
53905,53905,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 02:45:00,58.35,-4.609999999999999,0.25,-18.44,70,70,70.0,HIGH,-0.1341711570624683,NORMAL,53.68683157407409,0.0,40,45.0,MODERATE,True
53906,53906,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 03:00:00,61.15,2.799999999999997,0.25,11.199999999999989,70,70,70.0,HIGH,-0.1637300304529401,NORMAL,54.50124607142861,0.0,40,45.0,MODERATE,True
53907,53907,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 03:15:00,51.94,-9.21,0.25,-36.84,70,90,78.0,HIGH,-0.0665380493700513,NORMAL,56.44634107133884,0.0,40,49.0,MODERATE,True
53908,53908,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 03:30:00,50.66,-1.2800000000000011,0.25,-5.1200000000000045,70,70,70.0,HIGH,-0.1503173205289301,NORMAL,52.31674410349181,0.0,40,45.0,MODERATE,True
53909,53909,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 03:45:00,51.87,1.2100000000000009,0.25,4.840000000000003,70,70,70.0,HIGH,-0.149961879063438,NORMAL,52.09937763342337,0.0,40,45.0,MODERATE,True
53910,53910,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 04:00:00,50.92,-0.9499999999999956,0.25,-3.799999999999983,70,40,58.0,MODERATE,-0.174795640336006,NORMAL,52.66446753539411,0.0,40,39.0,MODERATE,True
53911,53911,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 04:15:00,50.76,-0.1600000000000037,0.25,-0.6400000000000148,70,10,46.0,MODERATE,-0.1586075752489056,NORMAL,55.92999497716544,0.0,40,33.0,MODERATE,True
53912,53912,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 04:30:00,50.05,-0.7100000000000009,0.25,-2.8400000000000034,70,40,58.0,MODERATE,-0.1780359318008314,NORMAL,55.69883288290655,0.0,40,39.0,MODERATE,True
53913,53913,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 04:45:00,43.46,-6.589999999999996,0.25,-26.359999999999985,70,70,70.0,HIGH,-0.0805769184596281,NORMAL,49.99127252645503,0.0,40,45.0,MODERATE,True
53914,53914,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 05:00:00,45.17,1.7100000000000009,0.25,6.840000000000003,70,70,70.0,HIGH,-0.146563351864743,NORMAL,43.2250693518519,0.0,40,45.0,MODERATE,True
53915,53915,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 05:15:00,42.63,-2.539999999999999,0.25,-10.159999999999997,70,70,70.0,HIGH,-0.1350191663576462,NORMAL,43.82934601851855,0.0,40,45.0,MODERATE,True
53916,53916,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 05:30:00,45.13,2.5,0.25,10.0,70,70,70.0,HIGH,-0.144658167743167,NORMAL,37.864856957672,0.0,40,45.0,MODERATE,True
53917,53917,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 05:45:00,45.05,-0.0800000000000054,0.25,-0.3200000000000216,70,10,46.0,MODERATE,-0.1541046158150562,NORMAL,38.32513428571426,0.0,40,33.0,MODERATE,True
53918,53918,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 06:00:00,43.75,-1.2999999999999972,0.25,-5.199999999999989,70,70,70.0,HIGH,-0.1616080971541119,NORMAL,38.49012853174602,0.0,40,45.0,MODERATE,True
53919,53919,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 06:15:00,45.31,1.5600000000000025,0.25,6.240000000000009,70,70,70.0,HIGH,-0.1596292881491774,NORMAL,35.287987460317446,0.0,40,45.0,MODERATE,True
53920,53920,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 06:30:00,45.46,0.1499999999999985,0.25,0.5999999999999943,70,10,46.0,MODERATE,-0.1597032693253774,NORMAL,38.86836873015873,0.0,40,33.0,MODERATE,True
53921,53921,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 06:45:00,43.54,-1.9200000000000017,0.25,-7.680000000000007,70,70,70.0,HIGH,-0.1519659203455769,NORMAL,39.15925817460317,0.0,40,45.0,MODERATE,True
53922,53922,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 07:00:00,46.38,2.8400000000000034,0.25,11.360000000000014,70,70,70.0,HIGH,-0.1386582769119939,NORMAL,35.8956851154401,0.0,40,45.0,MODERATE,True
53923,53923,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 07:15:00,49.11,2.729999999999997,0.25,10.919999999999987,70,70,70.0,HIGH,-0.1513604185116962,NORMAL,39.7541261904762,0.0,40,45.0,MODERATE,True
53924,53924,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 07:30:00,46.3,-2.8100000000000023,0.25,-11.240000000000007,70,70,70.0,HIGH,-0.1465320911162432,NORMAL,44.658712261904746,0.0,40,45.0,MODERATE,True
53925,53925,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 07:45:00,36.51,-9.79,0.25,-39.16,70,90,78.0,HIGH,-0.0279123945589795,NORMAL,44.20172452380953,0.0,40,49.0,MODERATE,True
53926,53926,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 08:00:00,39.95,3.440000000000005,0.25,13.76000000000002,70,70,70.0,HIGH,-0.0975388792087688,NORMAL,33.18120850048103,0.0,40,45.0,MODERATE,True
53927,53927,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 08:15:00,39.97,0.019999999999996,0.25,0.079999999999984,70,10,46.0,MODERATE,-0.1206619150911625,NORMAL,35.997900511063015,0.0,40,33.0,MODERATE,True
53928,53928,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 08:30:00,39.85,-0.1199999999999974,0.25,-0.4799999999999897,70,10,46.0,MODERATE,-0.1479731867120992,NORMAL,35.20298064333815,0.0,40,33.0,MODERATE,True
53929,53929,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 08:45:00,39.95,0.1000000000000014,0.25,0.4000000000000057,70,10,46.0,MODERATE,-0.1542884751776695,NORMAL,35.16326078042327,0.0,40,33.0,MODERATE,True
53930,53930,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 09:00:00,39.78,-0.1700000000000017,0.25,-0.6800000000000068,70,10,46.0,MODERATE,-0.1579699075886808,NORMAL,37.63012426527179,0.0,40,33.0,MODERATE,True
53931,53931,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 09:15:00,39.75,-0.0300000000000011,0.25,-0.1200000000000045,70,10,46.0,MODERATE,-0.1463177043292332,NORMAL,37.395201461039,0.0,40,33.0,MODERATE,True
53932,53932,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 09:30:00,36.52,-3.229999999999997,0.25,-12.919999999999987,70,70,70.0,HIGH,-0.1089680537122673,NORMAL,37.57970775733528,0.0,40,45.0,MODERATE,True
53933,53933,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 09:45:00,35.96,-0.5600000000000023,0.25,-2.240000000000009,70,40,58.0,MODERATE,-0.1574744821763958,NORMAL,32.89224703703706,0.0,40,39.0,MODERATE,True
53934,53934,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 10:00:00,35.4,-0.5600000000000023,0.25,-2.240000000000009,70,40,58.0,MODERATE,-0.1537752533182706,NORMAL,33.45842123015875,0.0,40,39.0,MODERATE,True
53935,53935,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 10:15:00,35.66,0.259999999999998,0.25,1.039999999999992,70,40,58.0,MODERATE,-0.1615810607298333,NORMAL,30.02044027777777,0.0,40,39.0,MODERATE,True
53936,53936,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 10:30:00,35.61,-0.0499999999999971,0.25,-0.1999999999999886,70,10,46.0,MODERATE,-0.1483307793121155,NORMAL,32.43514460317459,0.0,40,33.0,MODERATE,True
53937,53937,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 10:45:00,37.26,1.6499999999999986,0.25,6.599999999999994,70,70,70.0,HIGH,-0.1372664856222908,NORMAL,37.83050833333334,0.0,40,45.0,MODERATE,True
53938,53938,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 11:00:00,36.67,-0.5899999999999963,0.25,-2.359999999999985,70,40,58.0,MODERATE,-0.1605006220787015,NORMAL,40.62874910052908,0.0,40,39.0,MODERATE,True
53939,53939,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 11:15:00,35.68,-0.990000000000002,0.25,-3.960000000000008,70,70,70.0,HIGH,-0.1499683119147831,NORMAL,40.91155116402115,0.0,40,45.0,MODERATE,True
53940,53940,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 11:30:00,36.55,0.8699999999999974,0.25,3.4799999999999898,70,40,58.0,MODERATE,-0.1561945922620845,NORMAL,37.573418134920615,0.0,40,39.0,MODERATE,True
53941,53941,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 11:45:00,37.32,0.7700000000000031,0.25,3.0800000000000125,70,40,58.0,MODERATE,-0.1627549591663782,NORMAL,40.28724084656083,0.0,40,39.0,MODERATE,True
53942,53942,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 12:00:00,38.31,0.990000000000002,0.25,3.960000000000008,70,70,70.0,HIGH,-0.1544719864677504,NORMAL,41.996562910052894,0.0,40,45.0,MODERATE,True
53943,53943,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 12:15:00,39.51,1.1999999999999955,0.25,4.799999999999983,70,70,70.0,HIGH,-0.1509177783664511,NORMAL,42.90137202380951,0.0,40,45.0,MODERATE,True
53944,53944,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 12:30:00,37.69,-1.8200000000000005,0.25,-7.280000000000001,70,70,70.0,HIGH,-0.1350108002731685,NORMAL,43.67671956349206,0.0,40,45.0,MODERATE,True
53945,53945,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 12:45:00,38.11,0.4200000000000017,0.25,1.6800000000000068,70,40,58.0,MODERATE,-0.1671303878123623,NORMAL,43.26395801587301,0.0,40,39.0,MODERATE,True
53946,53946,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 13:00:00,39.21,1.1000000000000014,0.25,4.400000000000006,70,70,70.0,HIGH,-0.1494048543651965,NORMAL,45.43032615079365,0.0,40,45.0,MODERATE,True
53947,53947,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 13:15:00,45.79,6.579999999999998,0.25,26.32,70,70,70.0,HIGH,-0.0744050931831206,NORMAL,44.895791150793656,0.0,40,45.0,MODERATE,True
53948,53948,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 13:30:00,46.11,0.3200000000000003,0.25,1.2800000000000011,70,40,58.0,MODERATE,-0.1344304912480883,NORMAL,48.96768075396825,0.0,40,39.0,MODERATE,True
53949,53949,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 13:45:00,48.25,2.140000000000001,0.25,8.560000000000002,70,70,70.0,HIGH,-0.1404945539895965,NORMAL,49.265624682539695,0.0,40,45.0,MODERATE,True
53950,53950,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 14:00:00,44.27,-3.979999999999997,0.25,-15.919999999999987,70,70,70.0,HIGH,-0.1148092122150872,NORMAL,56.38590562169313,0.0,40,45.0,MODERATE,True
53951,53951,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 14:15:00,52.0,7.729999999999997,0.25,30.919999999999987,70,70,70.0,HIGH,-0.079079988410001,NORMAL,51.361918306878295,0.0,40,45.0,MODERATE,True
53952,53952,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 14:30:00,52.2,0.2000000000000028,0.25,0.8000000000000114,70,10,46.0,MODERATE,-0.1424689118084812,NORMAL,83.1701105687831,0.0,70,40.5,MODERATE,True
53953,53953,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 14:45:00,63.73,11.529999999999994,0.25,46.119999999999976,70,90,78.0,HIGH,-0.0383792450119587,NORMAL,82.35186061896165,0.0,70,56.5,MODERATE,True
53954,53954,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 15:00:00,69.07,5.339999999999996,0.25,21.359999999999985,70,70,70.0,HIGH,-0.0908398049761286,NORMAL,58.68903304334553,0.0,40,45.0,MODERATE,True
53955,53955,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 15:15:00,70.84,1.7700000000000102,0.25,7.080000000000041,70,70,70.0,HIGH,-0.1243724625181358,NORMAL,76.74786626984132,0.0,40,45.0,MODERATE,True
53956,53956,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 15:30:00,74.9,4.060000000000002,0.25,16.24000000000001,70,70,70.0,HIGH,-0.1321931566996683,NORMAL,79.44778989417995,0.0,70,52.5,MODERATE,True
53957,53957,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 15:45:00,93.2,18.3,0.25,73.19999999999999,70,90,78.0,HIGH,0.0106608735970733,ANOMALY,80.73002658730162,4.894882923682417,70,57.72,MODERATE,True
53958,53958,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 16:00:00,73.33,-19.870000000000005,0.25,-79.48000000000002,70,90,78.0,HIGH,0.0152974751933429,ANOMALY,87.14742099206349,7.026644415399969,70,58.26,MODERATE,True
53959,53959,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 16:15:00,77.37,4.040000000000006,0.25,16.160000000000025,70,70,70.0,HIGH,-0.1033655672473862,NORMAL,89.63592369047625,0.0,70,52.5,MODERATE,True
53960,53960,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 16:30:00,96.7,19.33,0.25,77.32,70,90,78.0,HIGH,0.0134622414808869,ANOMALY,89.38525488095246,6.182862504169297,70,58.05,MODERATE,True
53961,53961,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 16:45:00,82.72,-13.980000000000004,0.25,-55.920000000000016,70,90,78.0,HIGH,-0.0310087602011354,NORMAL,92.53358272486776,0.0,70,56.5,MODERATE,True
53962,53962,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 17:00:00,83.79,1.0700000000000074,0.25,4.28000000000003,70,70,70.0,HIGH,-0.1136728990057338,NORMAL,89.51221357142862,0.0,70,52.5,MODERATE,True
53963,53963,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 17:15:00,61.68,-22.110000000000007,0.25,-88.44000000000003,70,90,78.0,HIGH,0.0407037361114418,ANOMALY,90.55327138888896,18.707632645509406,70,61.18,HIGH,True
53964,53964,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 17:30:00,65.92,4.240000000000002,0.25,16.960000000000008,70,70,70.0,HIGH,-0.0915059367054806,NORMAL,99.9431088095238,0.0,70,52.5,MODERATE,True
53965,53965,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-07-13 17:45:00,61.84,-4.079999999999998,0.25,-16.319999999999993,70,70,70.0,HIGH,-0.0975275038841636,NORMAL,77.30346547619042,0.0,40,45.0,MODERATE,True
