_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category,anomaly_score,anomaly_label,predicted_discharge_1h,anomaly_severity,forecast_severity,hybrid_hazard_score,hybrid_risk_category,forecast_available
40099,40099,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 21:30:00,7.19,0.5100000000000007,0.25,2.0400000000000027,40,40,40.0,MODERATE,-0.2663962318934202,NORMAL,,0.0,0,20.0,LOW,False
40100,40100,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 21:45:00,6.57,-0.6200000000000001,0.25,-2.4800000000000004,40,40,40.0,MODERATE,-0.2497536030088773,NORMAL,,0.0,0,20.0,LOW,False
40101,40101,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 22:00:00,6.26,-0.3100000000000005,0.25,-1.240000000000002,40,40,40.0,MODERATE,-0.2812094372361454,NORMAL,,0.0,0,20.0,LOW,False
40102,40102,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 22:15:00,6.39,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW,-0.2848791130065629,NORMAL,,0.0,0,14.0,LOW,False
40103,40103,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 22:30:00,6.66,0.2700000000000004,0.25,1.0800000000000018,40,40,40.0,MODERATE,-0.2981766799154617,NORMAL,,0.0,0,20.0,LOW,False
40104,40104,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 22:45:00,6.69,0.0300000000000002,0.25,0.120000000000001,40,10,28.0,LOW,-0.290040631088094,NORMAL,,0.0,0,14.0,LOW,False
40105,40105,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 23:00:00,6.58,-0.1100000000000003,0.25,-0.4400000000000013,40,10,28.0,LOW,-0.3035219025956708,NORMAL,,0.0,0,14.0,LOW,False
40106,40106,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 23:15:00,6.57,-0.0099999999999997,0.25,-0.0399999999999991,40,10,28.0,LOW,-0.2856084390136151,NORMAL,,0.0,0,14.0,LOW,False
40107,40107,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 23:30:00,6.57,0.0,0.25,0.0,40,10,28.0,LOW,-0.2726412567198654,NORMAL,,0.0,0,14.0,LOW,False
40108,40108,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-01 23:45:00,6.92,0.3499999999999996,0.25,1.3999999999999986,40,40,40.0,MODERATE,-0.2869088430778018,NORMAL,,0.0,0,20.0,LOW,False
40109,40109,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 00:00:00,6.67,-0.25,0.25,-1.0,40,40,40.0,MODERATE,-0.2971901026696648,NORMAL,,0.0,0,20.0,LOW,False
40110,40110,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 00:15:00,6.58,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW,-0.301581665704342,NORMAL,,0.0,0,14.0,LOW,False
40111,40111,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 00:30:00,6.78,0.2000000000000001,0.25,0.8000000000000007,40,10,28.0,LOW,-0.3001435286437256,NORMAL,,0.0,0,14.0,LOW,False
40112,40112,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 00:45:00,6.69,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW,-0.2974669507863924,NORMAL,,0.0,0,14.0,LOW,False
40113,40113,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 01:00:00,6.69,0.0,0.25,0.0,40,10,28.0,LOW,-0.2722292627359348,NORMAL,,0.0,0,14.0,LOW,False
40114,40114,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 01:15:00,6.89,0.1999999999999993,0.25,0.7999999999999972,40,10,28.0,LOW,-0.2965073978412051,NORMAL,,0.0,0,14.0,LOW,False
40115,40115,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 01:30:00,6.45,-0.4399999999999995,0.25,-1.759999999999998,40,40,40.0,MODERATE,-0.2780822610188739,NORMAL,,0.0,0,20.0,LOW,False
40116,40116,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 01:45:00,6.47,0.0199999999999995,0.25,0.0799999999999983,40,10,28.0,LOW,-0.2915010487710172,NORMAL,,0.0,0,14.0,LOW,False
40117,40117,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 02:00:00,6.84,0.3700000000000001,0.25,1.4800000000000004,40,40,40.0,MODERATE,-0.2860890352910522,NORMAL,,0.0,0,20.0,LOW,False
40118,40118,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 02:15:00,6.37,-0.4699999999999997,0.25,-1.879999999999999,40,40,40.0,MODERATE,-0.2765577020398649,NORMAL,,0.0,0,20.0,LOW,False
40119,40119,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 02:30:00,6.62,0.25,0.25,1.0,40,40,40.0,MODERATE,-0.2997464772723839,NORMAL,,0.0,0,20.0,LOW,False
40120,40120,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 02:45:00,6.66,0.04,0.25,0.1600000000000001,40,10,28.0,LOW,-0.2951471315577954,NORMAL,,0.0,0,14.0,LOW,False
40121,40121,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 03:00:00,6.49,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW,-0.3044934691162402,NORMAL,,0.0,0,14.0,LOW,False
40122,40122,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 03:15:00,6.94,0.4500000000000002,0.25,1.8000000000000007,40,40,40.0,MODERATE,-0.2758292234864413,NORMAL,,0.0,0,20.0,LOW,False
40123,40123,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 03:30:00,7.0,0.0599999999999996,0.25,0.2399999999999984,40,10,28.0,LOW,-0.2904666852774956,NORMAL,,0.0,0,14.0,LOW,False
40124,40124,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 03:45:00,6.36,-0.6399999999999997,0.25,-2.5599999999999987,40,40,40.0,MODERATE,-0.2460900592435051,NORMAL,,0.0,0,20.0,LOW,False
40125,40125,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 04:00:00,6.7,0.3399999999999998,0.25,1.3599999999999994,40,40,40.0,MODERATE,-0.2858697680126871,NORMAL,,0.0,0,20.0,LOW,False
40126,40126,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 04:15:00,6.7,0.0,0.25,0.0,40,10,28.0,LOW,-0.2686143290753613,NORMAL,,0.0,0,14.0,LOW,False
40127,40127,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 04:30:00,6.63,-0.0700000000000002,0.25,-0.2800000000000011,40,10,28.0,LOW,-0.3003919453113561,NORMAL,,0.0,0,14.0,LOW,False
40128,40128,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 04:45:00,6.14,-0.4900000000000002,0.25,-1.9600000000000009,10,40,22.0,LOW,-0.2692292713437228,NORMAL,,0.0,0,11.0,LOW,False
40129,40129,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 05:00:00,6.97,0.8300000000000001,0.25,3.3200000000000003,40,40,40.0,MODERATE,-0.2214589154870787,NORMAL,,0.0,0,20.0,LOW,False
40130,40130,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 05:15:00,6.85,-0.1200000000000001,0.25,-0.4800000000000004,40,10,28.0,LOW,-0.28554564348994,NORMAL,,0.0,0,14.0,LOW,False
40131,40131,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 05:30:00,6.67,-0.1799999999999997,0.25,-0.7199999999999989,40,10,28.0,LOW,-0.2886619085454313,NORMAL,,0.0,0,14.0,LOW,False
40132,40132,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 05:45:00,6.56,-0.1100000000000003,0.25,-0.4400000000000013,40,10,28.0,LOW,-0.3012994531063077,NORMAL,,0.0,0,14.0,LOW,False
40133,40133,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 06:00:00,6.5,-0.0599999999999996,0.25,-0.2399999999999984,40,10,28.0,LOW,-0.2996018745759531,NORMAL,,0.0,0,14.0,LOW,False
40134,40134,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 06:15:00,6.52,0.0199999999999995,0.25,0.0799999999999983,40,10,28.0,LOW,-0.2908700048862404,NORMAL,,0.0,0,14.0,LOW,False
40135,40135,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 06:30:00,6.62,0.1000000000000005,0.25,0.4000000000000021,40,10,28.0,LOW,-0.2981156550458264,NORMAL,,0.0,0,14.0,LOW,False
40136,40136,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 06:45:00,6.86,0.2400000000000002,0.25,0.9600000000000009,40,10,28.0,LOW,-0.298761748089404,NORMAL,,0.0,0,14.0,LOW,False
40137,40137,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 07:00:00,6.54,-0.3200000000000003,0.25,-1.2800000000000011,40,40,40.0,MODERATE,-0.2940205466638155,NORMAL,,0.0,0,20.0,LOW,False
40138,40138,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 07:15:00,6.87,0.33,0.25,1.3200000000000005,40,40,40.0,MODERATE,-0.2900577479000015,NORMAL,,0.0,0,20.0,LOW,False
40139,40139,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 07:30:00,6.4,-0.4699999999999997,0.25,-1.879999999999999,40,40,40.0,MODERATE,-0.2769424802890943,NORMAL,,0.0,0,20.0,LOW,False
40140,40140,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 07:45:00,6.5,0.0999999999999996,0.25,0.3999999999999986,40,10,28.0,LOW,-0.3020698450007033,NORMAL,,0.0,0,14.0,LOW,False
40141,40141,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 08:00:00,6.22,-0.2800000000000002,0.25,-1.120000000000001,10,40,22.0,LOW,-0.292869594028573,NORMAL,,0.0,0,11.0,LOW,False
40142,40142,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 08:15:00,6.8,0.5800000000000001,0.25,2.3200000000000003,40,40,40.0,MODERATE,-0.2548693637988912,NORMAL,,0.0,0,20.0,LOW,False
40143,40143,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 08:30:00,6.51,-0.29,0.25,-1.16,40,40,40.0,MODERATE,-0.2951539979772879,NORMAL,,0.0,0,20.0,LOW,False
40144,40144,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 08:45:00,6.87,0.3600000000000003,0.25,1.4400000000000013,40,40,40.0,MODERATE,-0.2829096737002802,NORMAL,,0.0,0,20.0,LOW,False
40145,40145,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 09:00:00,6.68,-0.1900000000000004,0.25,-0.7600000000000016,40,10,28.0,LOW,-0.3028965128296317,NORMAL,,0.0,0,14.0,LOW,False
40146,40146,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 09:15:00,6.84,0.1600000000000001,0.25,0.6400000000000006,40,10,28.0,LOW,-0.3016406539250083,NORMAL,,0.0,0,14.0,LOW,False
40147,40147,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 09:30:00,6.85,0.0099999999999997,0.25,0.0399999999999991,40,10,28.0,LOW,-0.2840913811336954,NORMAL,,0.0,0,14.0,LOW,False
40148,40148,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 09:45:00,6.67,-0.1799999999999997,0.25,-0.7199999999999989,40,10,28.0,LOW,-0.2982354670234922,NORMAL,,0.0,0,14.0,LOW,False
40149,40149,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 10:00:00,6.84,0.1699999999999999,0.25,0.6799999999999997,40,10,28.0,LOW,-0.2965786171537767,NORMAL,,0.0,0,14.0,LOW,False
40150,40150,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 10:15:00,6.55,-0.29,0.25,-1.16,40,40,40.0,MODERATE,-0.2945843261959746,NORMAL,,0.0,0,20.0,LOW,False
40151,40151,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 10:30:00,6.7,0.1500000000000003,0.25,0.6000000000000014,40,10,28.0,LOW,-0.3013433908539722,NORMAL,,0.0,0,14.0,LOW,False
40152,40152,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 10:45:00,6.68,-0.0200000000000004,0.25,-0.0800000000000018,40,10,28.0,LOW,-0.2893043729323805,NORMAL,,0.0,0,14.0,LOW,False
40153,40153,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 11:00:00,6.65,-0.0299999999999993,0.25,-0.1199999999999974,40,10,28.0,LOW,-0.2888079406936608,NORMAL,,0.0,0,14.0,LOW,False
40154,40154,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 11:15:00,6.29,-0.3600000000000003,0.25,-1.4400000000000013,40,40,40.0,MODERATE,-0.2902346153157335,NORMAL,,0.0,0,20.0,LOW,False
40155,40155,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 11:30:00,5.87,-0.4199999999999999,0.25,-1.6799999999999995,10,40,22.0,LOW,-0.2730128792475266,NORMAL,,0.0,0,11.0,LOW,False
40156,40156,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 11:45:00,6.37,0.5,0.25,2.0,40,40,40.0,MODERATE,-0.2643384284872511,NORMAL,,0.0,0,20.0,LOW,False
40157,40157,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 12:00:00,6.37,0.0,0.25,0.0,40,10,28.0,LOW,-0.2749771413971523,NORMAL,,0.0,0,14.0,LOW,False
40160,40160,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 12:45:00,6.57,0.2000000000000001,0.75,0.2666666666666669,40,10,28.0,LOW,-0.2933326605715345,NORMAL,,0.0,0,14.0,LOW,False
40161,40161,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 13:00:00,6.25,-0.3200000000000003,0.25,-1.2800000000000011,40,40,40.0,MODERATE,-0.2948351532118,NORMAL,,0.0,0,20.0,LOW,False
40162,40162,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 13:15:00,6.39,0.1399999999999996,0.25,0.5599999999999987,40,10,28.0,LOW,-0.3054730104497603,NORMAL,,0.0,0,14.0,LOW,False
40163,40163,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 13:30:00,6.23,-0.1599999999999992,0.25,-0.639999999999997,40,10,28.0,LOW,-0.3061372602812572,NORMAL,,0.0,0,14.0,LOW,False
40164,40164,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 13:45:00,6.55,0.3199999999999994,0.25,1.2799999999999976,40,40,40.0,MODERATE,-0.2944487492896123,NORMAL,,0.0,0,20.0,LOW,False
40165,40165,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 14:00:00,6.58,0.0300000000000002,0.25,0.120000000000001,40,10,28.0,LOW,-0.294192015751286,NORMAL,,0.0,0,14.0,LOW,False
40166,40166,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 14:15:00,6.53,-0.0499999999999998,0.25,-0.1999999999999993,40,10,28.0,LOW,-0.2985236287640313,NORMAL,,0.0,0,14.0,LOW,False
40167,40167,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 14:30:00,6.52,-0.0100000000000006,0.25,-0.0400000000000027,40,10,28.0,LOW,-0.2817433010968423,NORMAL,,0.0,0,14.0,LOW,False
40168,40168,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 14:45:00,6.51,-0.0099999999999997,0.25,-0.0399999999999991,40,10,28.0,LOW,-0.2832843967192016,NORMAL,,0.0,0,14.0,LOW,False
40169,40169,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 15:00:00,6.57,0.0600000000000005,0.25,0.240000000000002,40,10,28.0,LOW,-0.2902905150824557,NORMAL,,0.0,0,14.0,LOW,False
40170,40170,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 15:15:00,6.68,0.1099999999999994,0.25,0.4399999999999977,40,10,28.0,LOW,-0.2986790859404101,NORMAL,,0.0,0,14.0,LOW,False
40171,40171,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 15:30:00,7.0,0.3200000000000003,0.25,1.2800000000000011,40,40,40.0,MODERATE,-0.2908066567530536,NORMAL,,0.0,0,20.0,LOW,False
40172,40172,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 15:45:00,6.42,-0.5800000000000001,0.25,-2.3200000000000003,40,40,40.0,MODERATE,-0.25495224910659,NORMAL,,0.0,0,20.0,LOW,False
40173,40173,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 16:00:00,6.85,0.4299999999999997,0.25,1.7199999999999989,40,40,40.0,MODERATE,-0.27798010189465,NORMAL,,0.0,0,20.0,LOW,False
40174,40174,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 16:15:00,6.57,-0.2799999999999993,0.25,-1.1199999999999974,40,40,40.0,MODERATE,-0.2920675366181003,NORMAL,,0.0,0,20.0,LOW,False
40175,40175,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 16:30:00,6.76,0.1899999999999995,0.25,0.759999999999998,40,10,28.0,LOW,-0.3034385299416272,NORMAL,,0.0,0,14.0,LOW,False
40176,40176,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 16:45:00,6.65,-0.1099999999999994,0.25,-0.4399999999999977,40,10,28.0,LOW,-0.3000317569447855,NORMAL,,0.0,0,14.0,LOW,False
40177,40177,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 17:00:00,6.65,0.0,0.25,0.0,40,10,28.0,LOW,-0.273072660006123,NORMAL,,0.0,0,14.0,LOW,False
40178,40178,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 17:15:00,6.53,-0.1200000000000001,0.25,-0.4800000000000004,40,10,28.0,LOW,-0.3005438333567037,NORMAL,,0.0,0,14.0,LOW,False
40179,40179,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 17:30:00,6.3,-0.2300000000000004,0.25,-0.9200000000000016,40,10,28.0,LOW,-0.3023947411780938,NORMAL,,0.0,0,14.0,LOW,False
40180,40180,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 17:45:00,6.77,0.4699999999999997,0.25,1.879999999999999,40,40,40.0,MODERATE,-0.2743130776891644,NORMAL,,0.0,0,20.0,LOW,False
40181,40181,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 18:00:00,6.79,0.0200000000000004,0.25,0.0800000000000018,40,10,28.0,LOW,-0.2870897507647916,NORMAL,,0.0,0,14.0,LOW,False
40182,40182,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 18:15:00,6.9,0.1100000000000003,0.25,0.4400000000000013,40,10,28.0,LOW,-0.2937211534011387,NORMAL,,0.0,0,14.0,LOW,False
40183,40183,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 18:30:00,6.64,-0.2600000000000007,0.25,-1.0400000000000027,40,40,40.0,MODERATE,-0.2933785503467087,NORMAL,,0.0,0,20.0,LOW,False
40184,40184,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 18:45:00,6.67,0.0300000000000002,0.25,0.120000000000001,40,10,28.0,LOW,-0.2889610602229673,NORMAL,,0.0,0,14.0,LOW,False
40185,40185,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 19:00:00,6.63,-0.04,0.25,-0.1600000000000001,40,10,28.0,LOW,-0.2941302584508613,NORMAL,,0.0,0,14.0,LOW,False
40186,40186,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 19:15:00,6.69,0.0600000000000005,0.25,0.240000000000002,40,10,28.0,LOW,-0.2899594977414716,NORMAL,,0.0,0,14.0,LOW,False
40187,40187,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 19:30:00,6.77,0.0799999999999991,0.25,0.3199999999999967,40,10,28.0,LOW,-0.2920380721208581,NORMAL,,0.0,0,14.0,LOW,False
40188,40188,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 19:45:00,6.75,-0.0199999999999995,0.25,-0.0799999999999983,40,10,28.0,LOW,-0.2867011159471554,NORMAL,,0.0,0,14.0,LOW,False
40189,40189,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 20:00:00,6.79,0.04,0.25,0.1600000000000001,40,10,28.0,LOW,-0.2874010482242463,NORMAL,,0.0,0,14.0,LOW,False
40190,40190,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 20:15:00,6.67,-0.1200000000000001,0.25,-0.4800000000000004,40,10,28.0,LOW,-0.294930661724542,NORMAL,,0.0,0,14.0,LOW,False
40191,40191,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 20:30:00,6.82,0.1500000000000003,0.25,0.6000000000000014,40,10,28.0,LOW,-0.2954631986584989,NORMAL,,0.0,0,14.0,LOW,False
40192,40192,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-02 20:45:00,6.95,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW,-0.2981850846614307,NORMAL,,0.0,0,14.0,LOW,False
