_id,SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly River Water Discharge (m3/sec),discharge_change_m3s,time_difference_hours,discharge_rate_m3s_per_hour,level_score,rate_score,risk_score,risk_category
41385,41385,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 09:45:00,6.53,0.0,0.25,0.0,40,10,28.0,LOW
41386,41386,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 10:00:00,6.09,-0.4400000000000004,0.25,-1.7600000000000016,10,40,22.0,LOW
41387,41387,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 10:15:00,6.51,0.4199999999999999,0.25,1.6799999999999995,40,40,40.0,MODERATE
41388,41388,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 10:30:00,6.42,-0.0899999999999998,0.25,-0.3599999999999994,40,10,28.0,LOW
41389,41389,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 10:45:00,6.26,-0.1600000000000001,0.25,-0.6400000000000006,40,10,28.0,LOW
41390,41390,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 11:00:00,6.44,0.1800000000000006,0.25,0.7200000000000024,40,10,28.0,LOW
41391,41391,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 11:15:00,6.24,-0.2000000000000001,0.25,-0.8000000000000007,40,10,28.0,LOW
41392,41392,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 11:30:00,6.03,-0.2099999999999999,0.25,-0.8399999999999999,10,10,10.0,LOW
41393,41393,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 11:45:00,5.97,-0.0600000000000005,0.25,-0.240000000000002,10,10,10.0,LOW
41395,41395,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 12:15:00,5.67,-0.2999999999999998,0.5,-0.5999999999999996,10,10,10.0,LOW
41396,41396,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 12:30:00,6.04,0.3700000000000001,0.25,1.4800000000000004,10,40,22.0,LOW
41397,41397,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 12:45:00,4.28,-1.7599999999999998,0.25,-7.039999999999999,10,70,34.0,MODERATE
41401,41401,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 13:45:00,5.98,1.7000000000000002,1.0,1.7000000000000002,10,40,22.0,LOW
41402,41402,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 14:00:00,6.11,0.1299999999999999,0.25,0.5199999999999996,10,10,10.0,LOW
41403,41403,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 14:15:00,6.19,0.08,0.25,0.3200000000000003,10,10,10.0,LOW
41404,41404,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 14:30:00,5.76,-0.4300000000000006,0.25,-1.7200000000000024,10,40,22.0,LOW
41405,41405,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 14:45:00,5.63,-0.1299999999999999,0.25,-0.5199999999999996,10,10,10.0,LOW
41406,41406,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 15:00:00,6.26,0.6299999999999999,0.25,2.52,40,40,40.0,MODERATE
41407,41407,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 15:15:00,5.79,-0.4699999999999997,0.25,-1.879999999999999,10,40,22.0,LOW
41408,41408,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 15:30:00,6.4,0.6100000000000003,0.25,2.4400000000000013,40,40,40.0,MODERATE
41409,41409,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 15:45:00,6.46,0.0599999999999996,0.25,0.2399999999999984,40,10,28.0,LOW
41410,41410,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 16:00:00,6.51,0.0499999999999998,0.25,0.1999999999999993,40,10,28.0,LOW
41411,41411,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 16:15:00,6.55,0.04,0.25,0.1600000000000001,40,10,28.0,LOW
41412,41412,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 16:30:00,6.34,-0.2099999999999999,0.25,-0.8399999999999999,40,10,28.0,LOW
41413,41413,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 16:45:00,6.24,-0.0999999999999996,0.25,-0.3999999999999986,40,10,28.0,LOW
41414,41414,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 17:00:00,6.24,0.0,0.25,0.0,40,10,28.0,LOW
41415,41415,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 17:15:00,6.2,-0.04,0.25,-0.1600000000000001,10,10,10.0,LOW
41416,41416,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 17:30:00,6.45,0.25,0.25,1.0,40,40,40.0,MODERATE
41417,41417,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 17:45:00,6.32,-0.1299999999999999,0.25,-0.5199999999999996,40,10,28.0,LOW
41418,41418,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 18:00:00,6.57,0.25,0.25,1.0,40,40,40.0,MODERATE
41419,41419,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 18:15:00,6.15,-0.4199999999999999,0.25,-1.6799999999999995,10,40,22.0,LOW
41420,41420,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 18:30:00,6.32,0.1699999999999999,0.25,0.6799999999999997,40,10,28.0,LOW
41421,41421,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 18:45:00,6.11,-0.2099999999999999,0.25,-0.8399999999999999,10,10,10.0,LOW
41422,41422,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 19:00:00,6.31,0.1999999999999993,0.25,0.7999999999999972,40,10,28.0,LOW
41423,41423,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 19:15:00,6.31,0.0,0.25,0.0,40,10,28.0,LOW
41424,41424,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 19:30:00,6.14,-0.1699999999999999,0.25,-0.6799999999999997,10,10,10.0,LOW
41425,41425,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 19:45:00,6.63,0.4900000000000002,0.25,1.9600000000000009,40,40,40.0,MODERATE
41426,41426,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 20:00:00,6.23,-0.3999999999999994,0.25,-1.599999999999998,40,40,40.0,MODERATE
41427,41427,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 20:15:00,6.47,0.2399999999999993,0.25,0.9599999999999972,40,10,28.0,LOW
41428,41428,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 20:30:00,6.17,-0.2999999999999998,0.25,-1.1999999999999993,10,40,22.0,LOW
41429,41429,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 20:45:00,6.67,0.5,0.25,2.0,40,40,40.0,MODERATE
41430,41430,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 21:00:00,6.27,-0.4000000000000003,0.25,-1.6000000000000014,40,40,40.0,MODERATE
41431,41431,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 21:15:00,6.35,0.08,0.25,0.3200000000000003,40,10,28.0,LOW
41432,41432,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 21:30:00,6.45,0.1000000000000005,0.25,0.4000000000000021,40,10,28.0,LOW
41433,41433,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 21:45:00,6.68,0.2299999999999995,0.25,0.9199999999999982,40,10,28.0,LOW
41434,41434,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 22:00:00,6.47,-0.2099999999999999,0.25,-0.8399999999999999,40,10,28.0,LOW
41435,41435,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 22:15:00,6.61,0.1400000000000005,0.25,0.5600000000000023,40,10,28.0,LOW
41436,41436,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 22:30:00,6.29,-0.3200000000000003,0.25,-1.2800000000000011,40,40,40.0,MODERATE
41437,41437,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 22:45:00,6.43,0.1399999999999996,0.25,0.5599999999999987,40,10,28.0,LOW
41438,41438,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 23:00:00,6.39,-0.04,0.25,-0.1600000000000001,40,10,28.0,LOW
41439,41439,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 23:15:00,6.46,0.0700000000000002,0.25,0.2800000000000011,40,10,28.0,LOW
41440,41440,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 23:30:00,6.5,0.04,0.25,0.1600000000000001,40,10,28.0,LOW
41441,41441,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-15 23:45:00,6.28,-0.2199999999999997,0.25,-0.879999999999999,40,10,28.0,LOW
41442,41442,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 00:00:00,6.36,0.08,0.25,0.3200000000000003,40,10,28.0,LOW
41443,41443,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 00:15:00,6.37,0.0099999999999997,0.25,0.0399999999999991,40,10,28.0,LOW
41444,41444,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 00:30:00,6.62,0.25,0.25,1.0,40,40,40.0,MODERATE
41445,41445,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 00:45:00,6.56,-0.0600000000000005,0.25,-0.240000000000002,40,10,28.0,LOW
41446,41446,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 01:00:00,6.07,-0.4899999999999993,0.25,-1.9599999999999973,10,40,22.0,LOW
41447,41447,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 01:15:00,6.43,0.3599999999999994,0.25,1.4399999999999975,40,40,40.0,MODERATE
41448,41448,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 01:30:00,6.44,0.0100000000000006,0.25,0.0400000000000027,40,10,28.0,LOW
41449,41449,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 01:45:00,6.6,0.1599999999999992,0.25,0.639999999999997,40,10,28.0,LOW
41450,41450,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 02:00:00,6.62,0.0200000000000004,0.25,0.0800000000000018,40,10,28.0,LOW
41451,41451,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 02:15:00,6.34,-0.2800000000000002,0.25,-1.120000000000001,40,40,40.0,MODERATE
41452,41452,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 02:30:00,6.36,0.0200000000000004,0.25,0.0800000000000018,40,10,28.0,LOW
41453,41453,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 02:45:00,6.54,0.1799999999999997,0.25,0.7199999999999989,40,10,28.0,LOW
41454,41454,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 03:00:00,6.37,-0.1699999999999999,0.25,-0.6799999999999997,40,10,28.0,LOW
41455,41455,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 03:15:00,6.19,-0.1799999999999997,0.25,-0.7199999999999989,10,10,10.0,LOW
41456,41456,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 03:30:00,6.66,0.4699999999999997,0.25,1.879999999999999,40,40,40.0,MODERATE
41457,41457,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 03:45:00,6.28,-0.3799999999999999,0.25,-1.5199999999999996,40,40,40.0,MODERATE
41458,41458,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 04:00:00,6.44,0.1600000000000001,0.25,0.6400000000000006,40,10,28.0,LOW
41459,41459,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 04:15:00,6.25,-0.1900000000000004,0.25,-0.7600000000000016,40,10,28.0,LOW
41460,41460,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 04:30:00,6.38,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW
41461,41461,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 04:45:00,6.45,0.0700000000000002,0.25,0.2800000000000011,40,10,28.0,LOW
41462,41462,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 05:00:00,6.34,-0.1100000000000003,0.25,-0.4400000000000013,40,10,28.0,LOW
41463,41463,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 05:15:00,6.38,0.04,0.25,0.1600000000000001,40,10,28.0,LOW
41464,41464,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 05:30:00,6.25,-0.1299999999999999,0.25,-0.5199999999999996,40,10,28.0,LOW
41465,41465,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 05:45:00,6.34,0.0899999999999998,0.25,0.3599999999999994,40,10,28.0,LOW
41466,41466,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 06:00:00,6.47,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW
41467,41467,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 06:15:00,6.46,-0.0099999999999997,0.25,-0.0399999999999991,40,10,28.0,LOW
41468,41468,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 06:30:00,6.27,-0.1900000000000004,0.25,-0.7600000000000016,40,10,28.0,LOW
41469,41469,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 06:45:00,6.21,-0.0599999999999996,0.25,-0.2399999999999984,10,10,10.0,LOW
41470,41470,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 07:00:00,6.34,0.1299999999999999,0.25,0.5199999999999996,40,10,28.0,LOW
41471,41471,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 07:15:00,6.63,0.29,0.25,1.16,40,40,40.0,MODERATE
41472,41472,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 07:30:00,6.35,-0.2800000000000002,0.25,-1.120000000000001,40,40,40.0,MODERATE
41473,41473,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 07:45:00,6.41,0.0600000000000005,0.25,0.240000000000002,40,10,28.0,LOW
41474,41474,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 08:00:00,6.55,0.1399999999999996,0.25,0.5599999999999987,40,10,28.0,LOW
41475,41475,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 08:15:00,6.5,-0.0499999999999998,0.25,-0.1999999999999993,40,10,28.0,LOW
41476,41476,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 08:30:00,6.44,-0.0599999999999996,0.25,-0.2399999999999984,40,10,28.0,LOW
41477,41477,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 08:45:00,6.21,-0.2300000000000004,0.25,-0.9200000000000016,10,10,10.0,LOW
41478,41478,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 09:00:00,6.11,-0.0999999999999996,0.25,-0.3999999999999986,10,10,10.0,LOW
41479,41479,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 09:15:00,6.18,0.0699999999999994,0.25,0.2799999999999976,10,10,10.0,LOW
41480,41480,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 09:45:00,6.42,0.2400000000000002,0.5,0.4800000000000004,40,10,28.0,LOW
41481,41481,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 10:00:00,6.21,-0.2099999999999999,0.25,-0.8399999999999999,10,10,10.0,LOW
41482,41482,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 10:15:00,6.13,-0.08,0.25,-0.3200000000000003,10,10,10.0,LOW
41483,41483,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 10:30:00,6.19,0.0600000000000005,0.25,0.240000000000002,10,10,10.0,LOW
41484,41484,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 10:45:00,6.13,-0.0600000000000005,0.25,-0.240000000000002,10,10,10.0,LOW
41485,41485,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 11:00:00,6.51,0.3799999999999999,0.25,1.5199999999999996,40,40,40.0,MODERATE
41486,41486,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 11:15:00,6.31,-0.2000000000000001,0.25,-0.8000000000000007,40,10,28.0,LOW
41487,41487,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 11:30:00,6.17,-0.1399999999999996,0.25,-0.5599999999999987,10,10,10.0,LOW
41488,41488,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 11:45:00,6.11,-0.0599999999999996,0.25,-0.2399999999999984,10,10,10.0,LOW
41489,41489,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 12:00:00,6.07,-0.04,0.25,-0.1600000000000001,10,10,10.0,LOW
41491,41491,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 12:30:00,5.79,-0.2800000000000002,0.5,-0.5600000000000005,10,10,10.0,LOW
41492,41492,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 12:45:00,5.46,-0.33,0.25,-1.3200000000000005,10,40,22.0,LOW
41495,41495,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 13:30:00,6.18,0.7199999999999998,0.75,0.9599999999999996,10,10,10.0,LOW
41496,41496,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 13:45:00,6.23,0.0500000000000007,0.25,0.2000000000000028,40,10,28.0,LOW
41500,41500,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 14:45:00,5.81,-0.4200000000000008,1.0,-0.4200000000000008,10,10,10.0,LOW
41501,41501,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 15:00:00,6.09,0.2800000000000002,0.25,1.120000000000001,10,40,22.0,LOW
41503,41503,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 15:30:00,5.57,-0.5199999999999996,0.5,-1.0399999999999991,10,40,22.0,LOW
41504,41504,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 15:45:00,5.89,0.3199999999999994,0.25,1.2799999999999976,10,40,22.0,LOW
41505,41505,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 16:00:00,6.35,0.4599999999999999,0.25,1.84,40,40,40.0,MODERATE
41506,41506,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 16:15:00,6.35,0.0,0.25,0.0,40,10,28.0,LOW
41507,41507,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 16:30:00,6.31,-0.04,0.25,-0.1600000000000001,40,10,28.0,LOW
41508,41508,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 16:45:00,6.33,0.0200000000000004,0.25,0.0800000000000018,40,10,28.0,LOW
41509,41509,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 17:00:00,6.39,0.0599999999999996,0.25,0.2399999999999984,40,10,28.0,LOW
41510,41510,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 17:15:00,6.36,-0.0299999999999993,0.25,-0.1199999999999974,40,10,28.0,LOW
41511,41511,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 17:30:00,6.22,-0.1400000000000005,0.25,-0.5600000000000023,10,10,10.0,LOW
41512,41512,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 17:45:00,6.25,0.0300000000000002,0.25,0.120000000000001,40,10,28.0,LOW
41513,41513,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 18:00:00,6.09,-0.1600000000000001,0.25,-0.6400000000000006,10,10,10.0,LOW
41514,41514,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 18:15:00,6.33,0.2400000000000002,0.25,0.9600000000000009,40,10,28.0,LOW
41515,41515,Lambagarh,CWC,5,Uttarakhand,47,Chamoli,-,-,-,-,-,-,-,-,-,30.66472222,79.5175,2026-01-16 18:30:00,6.16,-0.1699999999999999,0.25,-0.6799999999999997,10,10,10.0,LOW
